指标名称,申万行业指数:彩电,申万行业指数:视听器材
2016-03-04,1314.37 ,1439.77 
2016-03-07,1335.42 ,1462.22 
2016-03-08,1353.50 ,1483.03 
2016-03-09,1315.32 ,1446.26 
2016-03-10,1289.77 ,1419.79 
2016-03-11,1284.76 ,1413.08 
2016-03-14,1318.28 ,1450.59 
2016-03-15,1310.14 ,1444.24 
2016-03-16,1302.26 ,1434.91 
2016-03-17,1329.44 ,1471.03 
2016-03-18,1364.25 ,1513.20 
2016-03-21,1387.55 ,1543.10 
2016-03-22,1371.72 ,1529.81 
2016-03-23,1372.57 ,1537.58 
2016-03-24,1355.69 ,1519.54 
2016-03-25,1369.55 ,1533.01 
2016-03-28,1371.06 ,1537.59 
2016-03-29,1349.58 ,1514.36 
2016-03-30,1379.35 ,1556.08 
2016-03-31,1383.64 ,1561.41 
2016-04-01,1377.32 ,1555.32 
2016-04-05,1405.93 ,1583.84 
2016-04-06,1404.85 ,1582.89 
2016-04-07,1380.81 ,1557.63 
2016-04-08,1363.91 ,1542.54 
2016-04-11,1381.11 ,1562.17 
2016-04-12,1368.15 ,1549.17 
2016-04-13,1394.16 ,1570.83 
2016-04-14,1410.59 ,1585.42 
2016-04-15,1401.16 ,1577.07 
2016-04-18,1379.62 ,1549.49 
2016-04-19,1394.50 ,1563.04 
2016-04-20,1365.98 ,1520.74 
2016-04-21,1347.95 ,1500.34 
2016-04-22,1355.23 ,1512.08 
2016-04-25,1351.05 ,1505.62 
2016-04-26,1355.18 ,1514.09 
2016-04-27,1324.41 ,1489.77 
2016-04-28,1314.94 ,1484.36 
2016-04-29,1308.32 ,1478.22 
2016-05-03,1365.18 ,1540.25 
2016-05-04,1380.12 ,1552.53 
2016-05-05,1373.58 ,1549.43 
2016-05-06,1351.84 ,1517.61 
2016-05-09,1338.69 ,1494.73 
2016-05-10,1331.68 ,1493.62 
2016-05-11,1347.29 ,1505.70 
2016-05-12,1354.80 ,1512.25 
2016-05-13,1335.05 ,1492.96 
2016-05-16,1345.82 ,1507.45 
2016-05-17,1321.15 ,1485.00 
2016-05-18,1292.09 ,1452.11 
2016-05-19,1298.91 ,1456.74 
2016-05-20,1306.22 ,1469.33 
2016-05-23,1303.92 ,1473.50 
2016-05-24,1321.48 ,1482.68 
2016-05-25,1304.36 ,1466.04 
2016-05-26,1314.66 ,1481.72 
2016-05-27,1357.72 ,1518.32 
2016-05-30,1336.38 ,1494.21 
2016-05-31,1383.40 ,1547.78 
2016-06-01,1397.70 ,1560.69 
2016-06-02,1414.65 ,1580.29 
2016-06-03,1404.61 ,1569.80 
2016-06-06,1421.12 ,1587.77 
2016-06-07,1418.23 ,1582.42 
2016-06-08,1400.90 ,1568.88 
2016-06-13,1345.17 ,1508.18 
2016-06-14,1332.04 ,1497.39 
2016-06-15,1363.83 ,1533.88 
2016-06-16,1352.10 ,1520.99 
2016-06-17,1372.77 ,1537.58 
2016-06-20,1378.28 ,1544.02 
2016-06-21,1356.23 ,1522.28 
2016-06-22,1383.17 ,1548.38 
2016-06-23,1363.60 ,1534.69 
2016-06-24,1341.81 ,1509.87 
2016-06-27,1363.87 ,1535.92 
2016-06-28,1373.61 ,1548.98 
2016-06-29,1378.35 ,1552.58 
2016-06-30,1373.93 ,1548.69 
2016-07-01,1362.28 ,1543.18 
2016-07-04,1386.18 ,1570.91 
2016-07-05,1402.03 ,1582.86 
2016-07-06,1405.34 ,1586.92 
2016-07-07,1404.75 ,1583.83 
2016-07-08,1393.71 ,1575.23 
2016-07-11,1415.55 ,1604.17 
2016-07-12,1458.47 ,1638.76 
2016-07-13,1454.97 ,1638.05 
2016-07-14,1440.30 ,1624.06 
2016-07-15,1441.54 ,1618.65 
2016-07-18,1418.96 ,1598.16 
2016-07-19,1423.46 ,1605.53 
2016-07-20,1426.56 ,1605.77 
2016-07-21,1437.39 ,1619.43 
2016-07-22,1420.43 ,1605.57 
2016-07-25,1434.03 ,1610.04 
2016-07-26,1457.53 ,1633.86 
2016-07-27,1393.56 ,1561.43 
2016-07-28,1385.80 ,1550.97 
2016-07-29,1394.39 ,1556.92 
2016-08-01,1365.93 ,1528.13 
2016-08-02,1375.34 ,1538.74 
2016-08-03,1389.47 ,1550.77 
2016-08-04,1386.95 ,1551.06 
2016-08-05,1383.93 ,1543.38 
2016-08-08,1395.32 ,1554.34 
2016-08-09,1410.21 ,1569.30 
2016-08-10,1403.52 ,1561.15 
2016-08-11,1393.86 ,1548.19 
2016-08-12,1404.57 ,1558.16 
2016-08-15,1424.25 ,1581.81 
2016-08-16,1420.04 ,1581.00 
2016-08-17,1426.27 ,1586.76 
2016-08-18,1427.48 ,1590.14 
2016-08-19,1417.24 ,1583.80 
2016-08-22,1398.89 ,1562.55 
2016-08-23,1400.66 ,1564.20 
2016-08-24,1402.85 ,1566.61 
2016-08-25,1387.09 ,1553.08 
2016-08-26,1389.10 ,1554.84 
2016-08-29,1387.43 ,1552.68 
2016-08-30,1394.03 ,1564.22 
2016-08-31,1391.61 ,1559.31 
2016-09-01,1381.94 ,1556.83 
2016-09-02,1377.43 ,1562.31 
2016-09-05,1380.84 ,1566.49 
2016-09-06,1389.57 ,1581.74 
2016-09-07,1386.92 ,1577.79 
2016-09-08,1391.21 ,1580.90 
2016-09-09,1380.74 ,1568.43 
2016-09-12,1347.54 ,1524.08 
2016-09-13,1350.05 ,1531.85 
2016-09-14,1344.82 ,1520.49 
2016-09-19,1354.93 ,1534.04 
2016-09-20,1350.37 ,1532.13 
2016-09-21,1352.09 ,1534.79 
2016-09-22,1358.81 ,1541.00 
2016-09-23,1361.46 ,1543.13 
2016-09-26,1347.90 ,1522.78 
2016-09-27,1355.50 ,1529.53 
2016-09-28,1354.87 ,1531.84 
2016-09-29,1356.06 ,1544.02 
2016-09-30,1359.18 ,1553.47 
2016-10-10,1377.51 ,1575.76 
2016-10-11,1388.67 ,1593.54 
2016-10-12,1383.42 ,1587.01 
2016-10-13,1390.37 ,1589.57 
2016-10-14,1392.67 ,1587.68 
2016-10-17,1378.95 ,1569.40 
2016-10-18,1398.31 ,1593.16 
2016-10-19,1393.85 ,1584.91 
2016-10-20,1396.19 ,1590.73 
2016-10-21,1389.00 ,1578.34 
2016-10-24,1398.28 ,1588.76 
2016-10-25,1399.46 ,1590.35 
2016-10-26,1393.39 ,1586.27 
2016-10-27,1392.21 ,1584.47 
2016-10-28,1386.15 ,1574.47 
2016-10-31,1382.19 ,1569.10 
2016-11-01,1389.78 ,1584.03 
2016-11-02,1384.10 ,1573.05 
2016-11-03,1387.55 ,1577.83 
2016-11-04,1382.11 ,1567.79 
2016-11-07,1397.82 ,1579.74 
2016-11-08,1399.62 ,1586.55 
2016-11-09,1391.05 ,1577.83 
2016-11-10,1401.90 ,1589.68 
2016-11-11,1409.54 ,1597.18 
2016-11-14,1405.84 ,1593.11 
2016-11-15,1409.79 ,1597.48 
2016-11-16,1408.12 ,1594.82 
2016-11-17,1410.10 ,1591.18 
2016-11-18,1406.26 ,1586.73 
2016-11-21,1410.45 ,1589.58 
2016-11-22,1422.28 ,1601.56 
2016-11-23,1427.90 ,1602.68 
2016-11-24,1424.22 ,1594.57 
2016-11-25,1431.42 ,1601.32 
2016-11-28,1441.61 ,1612.61 
2016-11-29,1432.73 ,1602.78 
2016-11-30,1441.36 ,1609.89 
2016-12-01,1443.32 ,1616.08 
2016-12-02,1432.25 ,1603.34 
2016-12-05,1427.19 ,1597.21 
2016-12-06,1428.65 ,1601.81 
2016-12-07,1433.09 ,1610.11 
2016-12-08,1429.07 ,1605.56 
2016-12-09,1428.60 ,1603.19 
2016-12-12,1381.65 ,1540.99 
2016-12-13,1372.91 ,1542.29 
2016-12-14,1368.59 ,1536.23 
2016-12-15,1369.77 ,1548.11 
2016-12-16,1376.61 ,1550.75 
2016-12-19,1388.85 ,1555.52 
2016-12-20,1399.69 ,1566.89 
2016-12-21,1407.41 ,1574.23 
2016-12-22,1399.58 ,1577.39 
2016-12-23,1370.85 ,1547.53 
2016-12-26,1374.46 ,1543.28 
2016-12-27,1361.40 ,1531.96 
2016-12-28,1347.87 ,1516.89 
2016-12-29,1343.47 ,1506.39 
2016-12-30,1340.99 ,1499.67 
2017-01-03,1370.98 ,1530.45 
2017-01-04,1378.48 ,1542.01 
2017-01-05,1377.57 ,1541.48 
2017-01-06,1371.61 ,1533.28 
2017-01-09,1383.57 ,1548.49 
2017-01-10,1379.87 ,1543.32 
2017-01-11,1368.33 ,1526.94 
2017-01-12,1378.21 ,1527.71 
2017-01-13,1362.96 ,1508.03 
2017-01-16,1343.62 ,1473.08 
2017-01-17,1358.74 ,1490.74 
2017-01-18,1354.65 ,1483.74 
2017-01-19,1352.83 ,1478.95 
2017-01-20,1370.56 ,1508.23 
2017-01-23,1386.13 ,1527.12 
2017-01-24,1371.45 ,1512.46 
2017-01-25,1374.72 ,1515.11 
2017-01-26,1376.80 ,1518.65 
2017-02-03,1371.81 ,1515.51 
2017-02-06,1386.19 ,1535.83 
2017-02-07,1379.05 ,1528.99 
2017-02-08,1391.09 ,1541.87 
2017-02-09,1393.57 ,1545.51 
2017-02-10,1404.64 ,1549.15 
2017-02-13,1411.86 ,1553.77 
2017-02-14,1415.94 ,1557.01 
2017-02-15,1406.98 ,1542.75 
2017-02-16,1425.86 ,1569.44 
2017-02-17,1412.68 ,1565.08 
2017-02-20,1450.93 ,1596.50 
2017-02-21,1455.15 ,1601.75 
2017-02-22,1457.60 ,1605.56 
2017-02-23,1448.45 ,1597.96 
2017-02-24,1447.43 ,1602.88 
2017-02-27,1429.34 ,1584.07 
2017-02-28,1433.59 ,1587.75 
2017-03-01,1430.91 ,1585.89 
2017-03-02,1418.53 ,1574.66 
2017-03-03,1426.24 ,1583.76 
2017-03-06,1444.71 ,1605.41 
2017-03-07,1448.28 ,1605.68 
2017-03-08,1434.36 ,1596.44 
2017-03-09,1424.20 ,1579.92 
2017-03-10,1435.94 ,1588.43 
2017-03-13,1439.43 ,1594.04 
2017-03-14,1411.91 ,1570.54 
2017-03-15,1415.54 ,1571.14 
2017-03-16,1420.33 ,1582.42 
2017-03-17,1405.80 ,1567.47 
2017-03-20,1406.83 ,1569.24 
2017-03-21,1416.09 ,1578.13 
2017-03-22,1403.63 ,1566.78 
2017-03-23,1410.19 ,1569.30 
2017-03-24,1419.46 ,1578.89 
2017-03-27,1428.12 ,1585.18 
2017-03-28,1416.25 ,1571.25 
2017-03-29,1408.44 ,1556.12 
2017-03-30,1377.76 ,1517.94 
2017-03-31,1381.75 ,1520.14 
2017-04-05,1406.25 ,1546.76 
2017-04-06,1404.61 ,1544.73 
2017-04-07,1401.32 ,1539.38 
2017-04-10,1378.74 ,1509.60 
2017-04-11,1387.31 ,1525.40 
2017-04-12,1400.76 ,1532.67 
2017-04-13,1393.57 ,1524.48 
2017-04-14,1376.87 ,1504.55 
2017-04-17,1371.16 ,1487.96 
2017-04-18,1360.84 ,1475.45 
2017-04-19,1345.83 ,1458.25 
2017-04-20,1351.21 ,1460.79 
2017-04-21,1345.47 ,1450.94 
2017-04-24,1307.39 ,1398.02 
2017-04-25,1314.34 ,1399.60 
2017-04-26,1314.42 ,1398.86 
2017-04-27,1308.58 ,1396.74 
2017-04-28,1312.88 ,1403.32 
2017-05-02,1286.79 ,1380.45 
2017-05-03,1272.74 ,1370.92 
2017-05-04,1268.11 ,1363.03 
2017-05-05,1259.64 ,1350.32 
2017-05-08,1249.46 ,1335.58 
2017-05-09,1250.62 ,1339.25 
2017-05-10,1232.62 ,1316.08 
2017-05-11,1225.91 ,1304.61 
2017-05-12,1223.41 ,1300.79 
2017-05-15,1224.94 ,1303.63 
2017-05-16,1241.42 ,1325.85 
2017-05-17,1240.19 ,1323.19 
2017-05-18,1235.25 ,1316.81 
2017-05-19,1238.15 ,1318.89 
2017-05-22,1226.78 ,1302.26 
2017-05-23,1207.18 ,1275.00 
2017-05-24,1215.14 ,1282.53 
2017-05-25,1223.84 ,1292.62 
2017-05-26,1225.07 ,1293.55 
2017-05-31,1228.04 ,1295.84 
2017-06-01,1203.01 ,1260.06 
2017-06-02,1209.21 ,1268.56 
2017-06-05,1217.23 ,1277.22 
2017-06-06,1224.53 ,1291.93 
2017-06-07,1237.95 ,1311.24 
2017-06-08,1237.12 ,1307.13 
2017-06-09,1232.53 ,1301.60 
2017-06-12,1226.19 ,1289.71 
2017-06-13,1233.11 ,1300.30 
2017-06-14,1229.26 ,1299.75 
2017-06-15,1242.50 ,1319.33 
2017-06-16,1234.59 ,1316.55 
2017-06-19,1243.25 ,1334.88 
2017-06-20,1242.96 ,1339.33 
2017-06-21,1247.60 ,1344.53 
2017-06-22,1233.19 ,1324.70 
2017-06-23,1240.02 ,1325.87 
2017-06-26,1249.90 ,1337.81 
2017-06-27,1248.44 ,1337.08 
2017-06-28,1253.55 ,1339.99 
2017-06-29,1251.16 ,1339.89 
2017-06-30,1254.41 ,1342.57 
2017-07-03,1256.01 ,1346.38 
2017-07-04,1250.43 ,1344.02 
2017-07-05,1264.34 ,1357.00 
2017-07-06,1262.95 ,1363.47 
2017-07-07,1260.77 ,1357.59 
2017-07-10,1263.98 ,1354.12 
2017-07-11,1257.31 ,1343.02 
2017-07-12,1244.66 ,1331.37 
2017-07-13,1241.68 ,1325.52 
2017-07-14,1237.27 ,1318.63 
2017-07-17,1212.66 ,1274.74 
2017-07-18,1213.17 ,1274.96 
2017-07-19,1220.97 ,1282.47 
2017-07-20,1235.70 ,1303.31 
2017-07-21,1233.48 ,1301.44 
2017-07-24,1243.31 ,1313.91 
2017-07-25,1244.87 ,1314.36 
2017-07-26,1268.67 ,1336.54 
2017-07-27,1264.71 ,1333.99 
2017-07-28,1265.79 ,1331.55 
2017-07-31,1290.43 ,1353.98 
2017-08-01,1314.87 ,1378.71 
2017-08-02,1298.44 ,1360.84 
2017-08-03,1298.83 ,1361.00 
2017-08-04,1282.92 ,1351.01 
2017-08-07,1292.21 ,1360.17 
2017-08-08,1294.53 ,1361.68 
2017-08-09,1295.50 ,1361.84 
2017-08-10,1276.82 ,1341.15 
2017-08-11,1249.53 ,1312.45 
2017-08-14,1269.85 ,1333.85 
2017-08-15,1272.13 ,1339.40 
2017-08-16,1271.05 ,1339.88 
2017-08-17,1276.82 ,1352.07 
2017-08-18,1284.21 ,1355.70 
2017-08-21,1291.29 ,1362.19 
2017-08-22,1281.95 ,1350.33 
2017-08-23,1280.67 ,1351.89 
2017-08-24,1270.40 ,1339.17 
2017-08-25,1284.74 ,1353.56 
